case_number,prompt,seed
1183,"jessica nigri, beautiful face, highly detailed face!!!, big breasts!!, opened light dress, true anatomy!, extremely detailed!, digital painting, unreal engine 5, art by tom bagshaw",10313
1184,hundreds of humans. A sea of humans. interconnected flesh. Crowdcrush. Many humans intertwined and woven together. Bodies and forms amesh. Sculpture by Alberto Giacometti.,30663
1185,an illustration of roger stone as a gremlin,44996
1186,"a goblin cabbage monster, symmetrical, digital art, sharp focus, trending on art station, anime",10427
1187,"a cartoon of joe biden pulling away the nuclear football before trump can kick it, cartoon in the style of peanuts by charles schulz",47704
1188,horrific entities by zdislaw beksinksi,11466
1189,high detailed oil painting boy with apple painted by gustav klimt,16905
1190,hitler taking selfie with pewdiepie,12126
1191,vladimur putin on a magic the gathering card,21296
1192,"skull clown, high detail, deviantart, artstation, octane render, cinematic, hyper realism, 8k, depth of field, art by Tooth Wu and wlop and beeple and dan mumford and greg rutkowski, artstation, concept art, illustration, vibrant colors",34011
1193,"kawaii swat team, fashion, photography, highly detailed, realistic, waporwave atmosphere",1826
1194,low poly 3d model by Bouguereau rendered with redshift and octane render,23018
1195,"zombie drinking coffee logo take away coffee by mcbess, full colour print, vintage colours 1 9 5 0 s, high detail",47251
1196,judge death and vic rattlehead and the grim reaper by simon bisley and h.r. giger,46368
1197,"concept art of anthropomorphized wolf, highly detailed painting by dustin nguyen, akihiko yoshida, greg tocchini, 4 k, trending on artstation, 8 k",48195
1198,a realistic detailed portrait painting of a demon,6622
1199,Pepe the frog on the album cover of the life of pablo,28514
1200,"fully body pose, photo of a female elmo, bra and panties, 8 k, hdr, smooth, sharp focus, high resolution, award   winning photo, trending on artstation, dslr, 5 0 mm",9976
1201,Sam hyde as a G.I. Joe action figure,2372
1202,"joe biden, as the armored titan, kicking a florida mansion, attack on titan, anime key visual, wit studio official media, beachfront mansion, huge smashed mansion, giant kicking foot, smoke and rubble",28878
1203,the scariest monster imaginable,16487
1204,"kat upton giving like,",48417
1205,"close up portrait of a beautiful man  licking his roland synthesizer, 4k, sodium lighting, detailed, trending on artstation, , octane render, realistic",48304
1206,zombie working menial job,49993
1207,Industrial yard. Vacant. Eerie. Unsettling. Zdzisaw Beksinski,16693
1208,mike pence under an electron microscope,22226
1209,a lotr orc warrior by thomas cole and wayne barlowe,24272
1210,"digital illustration of secretary of denis mcdonough face, cover art of graphic novel, eyes replaced by glowing lights, glowing eyes, evil laugh, menacing, villain, clean lines, clean ink",17655
1211,best post   ironic meme of the year 2 1 0 0. trending on social media.,36099
