image_id,source,prompt,seed
246613,coco-30k,A bathroom with a toilet and a couple towels.,98757
56205,coco-30k,A person sits next to their bike while birds walk nearby.,36528
540669,coco-30k,A cat sitting on a desk next to a window.,27925
67252,coco-30k,Two shake boarders playing on the street with one individual sitting under a tree.,99303
551304,coco-30k,A white and gold fancy toilet and stainless trash can.,50961
309071,coco-30k,A man bending down next to a bicycle.,20959
283904,coco-30k,A cat walking on the top of an open door.,54350
245818,coco-30k,a man in a uniform checking out the wreckage of a bus crash,15155
317320,coco-30k,A bicyclist is riding across the street next to someone on a motorcycle. ,3166
67327,coco-30k,A Qatar airlines plane on an airport runway. ,33781
72077,coco-30k,Hospital display of different bed setups and a nurses uniform. ,28743
75560,coco-30k,An empty road with buildings on each side.,29140
315173,coco-30k,A group of people riding on the back of a tour bus,27091
238090,coco-30k,A bathroom with an enclosed shower door next to a toilet.,78674
276284,coco-30k,A motorcycle is parked in a parking lot.,26563
34811,coco-30k,A bathroom sink underneath a medicine cabinet next to a window.,85411
451202,coco-30k,A classic car parked next to a large metal Canadian airplane.,31135
374950,coco-30k,A large white bathroom with a massive mirror over a sink,8170
103548,coco-30k,A herd of animals traveling down a country road surrounded by a lush green landscape.,77486
143582,coco-30k,a person riding a motorcycle on a race track,98880
430774,coco-30k,"a restaurant called time to eat on lincoln avenue
",85725
144941,coco-30k,This is an image of the inside of a nice bathroom.,75142
488278,coco-30k,China Airlines plain on the ground at an airport with baggage cars nearby.,66120
74920,coco-30k,An open laptop equipped with a webcam in front of a television. ,26997
226408,coco-30k,Child laying down with arms extended in the air.,79580
447787,coco-30k,A lady holding up a pot roast while posing for a photo.,62660
477688,coco-30k,A row of motorcyclists lined up while passer byers watch.,95317
148737,coco-30k,A cat sitting on a hard wood floor in front of a large library of books.,71111
374743,coco-30k,An orange cutting knife on top of a black case.,66625
10800,coco-30k,"A bathroom with a sink, counter, toilet and shower curtain.",39456
360434,coco-30k,a man in red and plack sleeping on a park bench,15894
558073,coco-30k,a cat sitting in a bathtub not looking amused,88525
167443,coco-30k,a lit up counter with two fancy sinks on it,6468
2881,coco-30k,Two men walking through a field next to a large jet liner.,42003
80737,coco-30k,A parked black motorcycle in front of a brown house.,80641
337403,coco-30k,Some pans and kitchen spoons hang from hooks on a ceiling rack.,10255
371117,coco-30k,A black and white cat sitting on the side of a computer monitor.,67963
506151,coco-30k,A domestic cat rests on a kitchen table in front of a microwave.,9986
73009,coco-30k,a man sits on a toilet in a bathroom.,70730
75051,coco-30k,A small white toilet sitting next to a metal trash can.,17550
384036,coco-30k,a group of urinals is near the trees,23001
490927,coco-30k,The bathroom counter is nicely decorated and organized.,84932
298784,coco-30k,A man walking his bike past a wooden boat.,81696
196758,coco-30k,Two stuffed animals are cutting bread and spreading jelly on it.,24030
537548,coco-30k,A  soldier riding a red motorcycle down a busy street.,26629
474430,coco-30k,"The bathroom is small but clean and neat looking, with an immaculate black and white tub / shower.",76329
519649,coco-30k,A kitchen filled with appliances and lots of cupboard space.,54204
163333,coco-30k,A man standing by a large air gondola that is docked in a station,44124
159377,coco-30k,Two people preparing a meal in a kitchen.,52363
401556,coco-30k,A towel on a drying rack in a bathroom with a wooden stool.,10888
48419,coco-30k,Small grey cat crawling over a woman's stomach. ,32535
287151,coco-30k,View of a narrow bathroom with white vanity and commode with brown tile,28640
139291,coco-30k,Woman riding her bike down a small side path.,30526
242611,coco-30k,a long beige bathroom with a door to a bedroom and another to the hallway,87113
419978,coco-30k,A group of bikers riding down the road together.,57957
257996,coco-30k,The unfinished room has tools and construction materials scattered about.  ,57183
411685,coco-30k,A black cat half-submerged in a toilet while drinking out of it.,11527
15918,coco-30k,A restroom hanging off the side of a building over a mountain.,39567
205533,coco-30k,A bathroom with powers on a towel rack under a painting.,15842
252911,coco-30k,A man riding a motorcycle next to a woman driving an SUV,76263
544237,coco-30k,A woman preparing food at a restaurant for customers.,41121
120428,coco-30k,A girl with a drink sitting on the toilet.,71836
64088,coco-30k,An older woman walking behind a bus on a city street.,99286
102411,coco-30k,Two people riding a motorcycle to the beach.,49859
48924,coco-30k,A dirt bike parked near a tent in the woods.,19720
436467,coco-30k,A pan filled with veggies and a block of butter.,37026
523297,coco-30k,A bathroom with a toilet bowl and shower.,27906
230008,coco-30k,a traffic motorcycle cop waits to give a ticket,63333
469134,coco-30k,A group of bikers assembles outside of a pizza shop.,57875
314370,coco-30k,A kitchen filled with clutter all over it's counter.,36065
122317,coco-30k,a kite with a long tail some people and a black truck,23140
539478,coco-30k,Pair of giraffes in an open field grazing and watching. ,61409
181666,coco-30k,a flock of goats and some men watching them,8898
542211,coco-30k,A red fire hydrant between two trees in front of a building.,3107
264659,coco-30k,Two birds sit on top of a parked car.,8990
435444,coco-30k,three bicycles are parked against a fence a car and building,39031
572733,coco-30k,A large airliner jet flying through the blue sky.,75688
128842,coco-30k,A kitchen with an odd shaped counter top with a metallic stove oven.,32325
342515,coco-30k,A long row of motorcycles parked side by side next to a garage.,42621
221737,coco-30k,A long empty road way surrounded by wild plants.,8802
258680,coco-30k,A man wearing a suit and tie under a brown umbrella.,74544
170389,coco-30k,A person is watching two basketball games at once.,83730
506577,coco-30k,A green mountain bike sitting next to a bridge as a train passes by.,97298
261679,coco-30k,"A white kitchen with plenty of counter space, a dishwasher and a oven.",9131
576305,coco-30k,"A little girl lies on a wooden bench, eating snacks from a bag.",5547
316429,coco-30k,Four airplanes  that are crop dusting over some land.,932
113588,coco-30k,several young students working at a desk with multiple computers,31184
543047,coco-30k,A scene of an apartment with a dining table and a couple of couches.,15971
263163,coco-30k,A man sits on a bench in a no smoking area,49656
557016,coco-30k,A man drives his car down a road with foot and animal traffic,91943
54679,coco-30k,A woman holds a pink and blue kite in her hand,96038
106335,coco-30k,Several vehicles turning the corner on a busy intersection.,28902
8718,coco-30k,A breakfast bowl consisting of blueberry sconce and strawberry with side of coffee,92553
245902,coco-30k,The bathroom has two large windows with a ledge.,49625
210060,coco-30k,A woman on a bike with a baby seat holding a dog leash.,79364
580388,coco-30k,The man is holding two knives in his hands.,77543
92963,coco-30k,An airplane on a runway with snow on it.,449
206176,coco-30k,A colorful checkered motorcycle parked along the street.,83971
559252,coco-30k,A grey van in front if a parking meter that takes credit cards.,88755
347142,coco-30k,A men's public washroom with a blue floor. ,13101
358765,coco-30k,A brown songbird perched on the handlebars of a bicycle.,83017
101172,coco-30k,A local hero rides through the streets of town on his motorcycle with stuffed animals.,32967
195179,coco-30k,A small kitchen with black countertops and stainless steel appliances.,55635
364243,coco-30k,A man rides a silver motorcycle down the street in town.,47233
321432,coco-30k,A little boy in the airport watching an airplane.,21398
53434,coco-30k,A fuzzy photo shows a simple bathroom and bathtub.,17825
565391,coco-30k,A jeep with a dead bird on the windshield.,306
775,coco-30k,"A rear view mirror on a bike is reflecting a poster on building.
",66695
215408,coco-30k,A medieval style tower and clock against blue sky.,92100
47775,coco-30k,a bathroom with two sinks two mirrors and a bath tub,23197
469492,coco-30k,An old fashioned biplane with its propeller spinning.,49168
383065,coco-30k,Unique looking Modern Outdoor Public restroom on a sidewalk.,77764
310121,coco-30k,"A baby, an old lady, a woman, and a man prepare for turkey",81229
287554,coco-30k,A bathroom with a brown shower curtain and white toilet ,22301
69773,coco-30k,"Inside a restroom stall, a rag floats in the toilet water.",56141
484397,coco-30k,Person on a motorcycle driving on a paved course.,96100
461017,coco-30k,A plane getting ready to land on a runway with another parked on the side or waiting to take off.,76242
285007,coco-30k,a kitchen with a sink a stove and a microwave,94336
550527,coco-30k,A bathroom with an odd shaped toilet next to a shower.,88731
356528,coco-30k,Three monitors sitting on a table one with a view of a baseball game.,53659
436875,coco-30k,"Photo of a white towel, plunger and a wall air freshener.",79229
127496,coco-30k,This is an aerial view of the nearly-finished bathroom  in a house still under construction.,64684
533039,coco-30k,A park bench has been crushed by something,23201
281676,coco-30k,a person riding a motorcycle on a closed course ,47396
3035,coco-30k,an airplane is getting ready to be loaded with passengers ,65087
485802,coco-30k,An airplane leaving a trail in the sky.,36016
37322,coco-30k,An orange motorcycle is parked next to a car.,85784
86220,coco-30k,A car and a public transit vehicle on a road.,99042
168775,coco-30k,A person standing in the kitchen holding a ladle above a bowl while reading a book.,30592
142340,coco-30k,A white toilet with a blue seat on a display platform.,68272
497375,coco-30k,People in a kitchen are preparing food with plastic gloves on.,41542
170393,coco-30k,An old Mustang sits parked next to a parking meter with a sign on it.,96316
208871,coco-30k,An older man carrying a plate of food and making a silly face. ,66300
89281,coco-30k,a close up of a person cleaning a toilet,45317
428305,coco-30k,A pirstine white and black bathroom with a tub by a window,75938
556545,coco-30k,A skateboard resting against a wall with a photo sitting next to it. ,26877
412894,coco-30k,Dozens of people walking around a metro area,38621
253441,coco-30k,"A pink bathroom contains a toilet sink, cabinets, and mirror.",39712
556349,coco-30k,"Red motorcycle parked outside of large building in the city, ",74955
440124,coco-30k,A plane on the tarmac with airport personnel.,30780
70889,coco-30k,A large airplane sits on a wet airstrip on the other side of barred windows.,55829
531061,coco-30k,two people riding on a motorcycle on a road,29611
365822,coco-30k,a kitchen with a window some cupboards ,64318
